episode 1 of 100000 complete,  explore val = 0.01, episode reward = 134.0, ave reward = 134.0, sim time = 0.565, fit time = 0.742, episode_time = 1.307
episode 11054 of 100000 complete,  explore val = 0.01, episode reward = 1442.1, ave reward = 603.7, sim time = 0.628, fit time = 0.0, episode_time = 0.628
episode 11055 of 100000 complete,  explore val = 0.01, episode reward = 1482.9, ave reward = 612.2, sim time = 0.609, fit time = 0.0, episode_time = 0.609
episode 11056 of 100000 complete,  explore val = 0.01, episode reward = 555.3, ave reward = 610.0, sim time = 0.413, fit time = 0.0, episode_time = 0.413
episode 11057 of 100000 complete,  explore val = 0.01, episode reward = 510.4, ave reward = 613.1, sim time = 0.361, fit time = 0.0, episode_time = 0.361
episode 11058 of 100000 complete,  explore val = 0.01, episode reward = 218.9, ave reward = 612.6, sim time = 0.368, fit time = 0.0, episode_time = 0.368
episode 11059 of 100000 complete,  explore val = 0.01, episode reward = 300.8, ave reward = 600.8, sim time = 0.361, fit time = 0.0, episode_time = 0.362
episode 11060 of 100000 complete,  explore val = 0.01, episode reward = 835.7, ave reward = 598.3, sim time = 0.524, fit time = 0.0, episode_time = 0.524
episode 11061 of 100000 complete,  explore val = 0.01, episode reward = 80.0, ave reward = 601.7, sim time = 0.396, fit time = 11.038, episode_time = 11.433
episode 11062 of 100000 complete,  explore val = 0.01, episode reward = 622.3, ave reward = 594.9, sim time = 0.422, fit time = 0.0, episode_time = 0.422
episode 11063 of 100000 complete,  explore val = 0.01, episode reward = 281.3, ave reward = 594.9, sim time = 0.359, fit time = 0.0, episode_time = 0.359
episode 11064 of 100000 complete,  explore val = 0.01, episode reward = 525.6, ave reward = 593.0, sim time = 0.445, fit time = 0.0, episode_time = 0.445
episode 11065 of 100000 complete,  explore val = 0.01, episode reward = 811.7, ave reward = 597.9, sim time = 0.437, fit time = 0.0, episode_time = 0.437
episode 11066 of 100000 complete,  explore val = 0.01, episode reward = 692.7, ave reward = 597.6, sim time = 0.381, fit time = 0.0, episode_time = 0.381
episode 11067 of 100000 complete,  explore val = 0.01, episode reward = 464.6, ave reward = 605.2, sim time = 0.385, fit time = 0.0, episode_time = 0.385
episode 11068 of 100000 complete,  explore val = 0.01, episode reward = 709.8, ave reward = 607.4, sim time = 0.521, fit time = 0.0, episode_time = 0.521
episode 11069 of 100000 complete,  explore val = 0.01, episode reward = 719.6, ave reward = 610.8, sim time = 0.474, fit time = 0.0, episode_time = 0.474
episode 11070 of 100000 complete,  explore val = 0.01, episode reward = 117.0, ave reward = 615.1, sim time = 0.346, fit time = 0.0, episode_time = 0.346
episode 11071 of 100000 complete,  explore val = 0.01, episode reward = 666.9, ave reward = 598.1, sim time = 0.393, fit time = 10.491, episode_time = 10.884
episode 11072 of 100000 complete,  explore val = 0.01, episode reward = 285.2, ave reward = 602.1, sim time = 0.351, fit time = 0.0, episode_time = 0.351
episode 11073 of 100000 complete,  explore val = 0.01, episode reward = 1462.1, ave reward = 598.1, sim time = 0.576, fit time = 0.0, episode_time = 0.576
episode 11074 of 100000 complete,  explore val = 0.01, episode reward = 1199.6, ave reward = 609.7, sim time = 0.532, fit time = 0.0, episode_time = 0.532
episode 11075 of 100000 complete,  explore val = 0.01, episode reward = 519.6, ave reward = 615.8, sim time = 0.422, fit time = 0.0, episode_time = 0.422
episode 11076 of 100000 complete,  explore val = 0.01, episode reward = 566.1, ave reward = 619.7, sim time = 0.398, fit time = 0.0, episode_time = 0.398
episode 11077 of 100000 complete,  explore val = 0.01, episode reward = 396.9, ave reward = 622.9, sim time = 0.334, fit time = 0.0, episode_time = 0.334
episode 11078 of 100000 complete,  explore val = 0.01, episode reward = 8.5, ave reward = 623.5, sim time = 0.21, fit time = 0.0, episode_time = 0.21
episode 11079 of 100000 complete,  explore val = 0.01, episode reward = 390.9, ave reward = 624.5, sim time = 0.358, fit time = 0.0, episode_time = 0.358
episode 11080 of 100000 complete,  explore val = 0.01, episode reward = 1331.7, ave reward = 620.5, sim time = 0.571, fit time = 0.0, episode_time = 0.571
episode 11081 of 100000 complete,  explore val = 0.01, episode reward = 95.3, ave reward = 629.7, sim time = 0.291, fit time = 10.528, episode_time = 10.819
episode 11082 of 100000 complete,  explore val = 0.01, episode reward = 548.6, ave reward = 629.5, sim time = 0.482, fit time = 0.0, episode_time = 0.482
episode 11083 of 100000 complete,  explore val = 0.01, episode reward = 583.0, ave reward = 623.1, sim time = 0.373, fit time = 0.0, episode_time = 0.373
episode 11084 of 100000 complete,  explore val = 0.01, episode reward = 1033.7, ave reward = 623.0, sim time = 0.469, fit time = 0.0, episode_time = 0.469
episode 11085 of 100000 complete,  explore val = 0.01, episode reward = 247.8, ave reward = 631.2, sim time = 0.337, fit time = 0.0, episode_time = 0.337
episode 11086 of 100000 complete,  explore val = 0.01, episode reward = 958.5, ave reward = 629.9, sim time = 0.534, fit time = 0.0, episode_time = 0.534
episode 11087 of 100000 complete,  explore val = 0.01, episode reward = 268.6, ave reward = 632.4, sim time = 0.375, fit time = 0.0, episode_time = 0.375
episode 11088 of 100000 complete,  explore val = 0.01, episode reward = 688.2, ave reward = 630.6, sim time = 0.492, fit time = 0.0, episode_time = 0.492
episode 11089 of 100000 complete,  explore val = 0.01, episode reward = 89.5, ave reward = 629.3, sim time = 0.32, fit time = 0.0, episode_time = 0.32
episode 11090 of 100000 complete,  explore val = 0.01, episode reward = 719.3, ave reward = 618.8, sim time = 0.435, fit time = 0.0, episode_time = 0.435
episode 11091 of 100000 complete,  explore val = 0.01, episode reward = 90.8, ave reward = 623.6, sim time = 0.368, fit time = 10.163, episode_time = 10.531
episode 11092 of 100000 complete,  explore val = 0.01, episode reward = 654.6, ave reward = 615.9, sim time = 0.491, fit time = 0.0, episode_time = 0.491
episode 11093 of 100000 complete,  explore val = 0.01, episode reward = 271.0, ave reward = 620.2, sim time = 0.378, fit time = 0.0, episode_time = 0.378
episode 11094 of 100000 complete,  explore val = 0.01, episode reward = 455.6, ave reward = 617.7, sim time = 0.364, fit time = 0.0, episode_time = 0.364
episode 11095 of 100000 complete,  explore val = 0.01, episode reward = 1044.8, ave reward = 610.3, sim time = 0.55, fit time = 0.0, episode_time = 0.55
episode 11096 of 100000 complete,  explore val = 0.01, episode reward = 404.5, ave reward = 614.0, sim time = 0.382, fit time = 0.0, episode_time = 0.383
episode 11097 of 100000 complete,  explore val = 0.01, episode reward = 514.2, ave reward = 615.4, sim time = 0.374, fit time = 0.0, episode_time = 0.374
episode 11098 of 100000 complete,  explore val = 0.01, episode reward = 446.4, ave reward = 614.9, sim time = 0.481, fit time = 0.0, episode_time = 0.481
episode 11099 of 100000 complete,  explore val = 0.01, episode reward = 203.5, ave reward = 614.9, sim time = 0.334, fit time = 0.0, episode_time = 0.335
episode 11100 of 100000 complete,  explore val = 0.01, episode reward = -102.7, ave reward = 612.8, sim time = 0.29, fit time = 0.0, episode_time = 0.29
episode 11101 of 100000 complete,  explore val = 0.01, episode reward = 368.8, ave reward = 598.4, sim time = 0.38, fit time = 10.182, episode_time = 10.562
episode 11102 of 100000 complete,  explore val = 0.01, episode reward = 278.0, ave reward = 590.0, sim time = 0.403, fit time = 0.0, episode_time = 0.403
episode 11103 of 100000 complete,  explore val = 0.01, episode reward = -26.5, ave reward = 585.9, sim time = 0.205, fit time = 0.0, episode_time = 0.205
episode 11104 of 100000 complete,  explore val = 0.01, episode reward = 215.9, ave reward = 582.6, sim time = 0.337, fit time = 0.0, episode_time = 0.337
episode 11105 of 100000 complete,  explore val = 0.01, episode reward = 253.6, ave reward = 577.9, sim time = 0.357, fit time = 0.0, episode_time = 0.357
episode 11106 of 100000 complete,  explore val = 0.01, episode reward = 71.9, ave reward = 578.3, sim time = 0.264, fit time = 0.0, episode_time = 0.264
episode 11107 of 100000 complete,  explore val = 0.01, episode reward = -157.8, ave reward = 573.8, sim time = 0.235, fit time = 0.0, episode_time = 0.235
episode 11108 of 100000 complete,  explore val = 0.01, episode reward = 169.1, ave reward = 570.8, sim time = 0.292, fit time = 0.0, episode_time = 0.292
episode 11109 of 100000 complete,  explore val = 0.01, episode reward = 249.1, ave reward = 565.2, sim time = 0.332, fit time = 0.0, episode_time = 0.332
episode 11110 of 100000 complete,  explore val = 0.01, episode reward = 946.0, ave reward = 560.9, sim time = 0.502, fit time = 0.0, episode_time = 0.502
episode 11111 of 100000 complete,  explore val = 0.01, episode reward = 319.3, ave reward = 565.0, sim time = 0.463, fit time = 8.923, episode_time = 9.386
episode 11112 of 100000 complete,  explore val = 0.01, episode reward = 45.0, ave reward = 565.7, sim time = 0.391, fit time = 0.0, episode_time = 0.391
episode 11113 of 100000 complete,  explore val = 0.01, episode reward = 1139.8, ave reward = 560.9, sim time = 0.491, fit time = 0.0, episode_time = 0.491
episode 11114 of 100000 complete,  explore val = 0.01, episode reward = 106.3, ave reward = 567.7, sim time = 0.367, fit time = 0.0, episode_time = 0.367
episode 11115 of 100000 complete,  explore val = 0.01, episode reward = 9.6, ave reward = 566.3, sim time = 0.293, fit time = 0.0, episode_time = 0.293
episode 11116 of 100000 complete,  explore val = 0.01, episode reward = 397.0, ave reward = 563.8, sim time = 0.388, fit time = 0.0, episode_time = 0.389
episode 11117 of 100000 complete,  explore val = 0.01, episode reward = 531.0, ave reward = 564.5, sim time = 0.44, fit time = 0.0, episode_time = 0.44
episode 11118 of 100000 complete,  explore val = 0.01, episode reward = 406.2, ave reward = 567.6, sim time = 0.357, fit time = 0.0, episode_time = 0.358
episode 11119 of 100000 complete,  explore val = 0.01, episode reward = 366.4, ave reward = 556.6, sim time = 0.41, fit time = 0.0, episode_time = 0.41
episode 11120 of 100000 complete,  explore val = 0.01, episode reward = 303.1, ave reward = 556.8, sim time = 0.361, fit time = 0.0, episode_time = 0.361
episode 11121 of 100000 complete,  explore val = 0.01, episode reward = 366.2, ave reward = 554.7, sim time = 0.347, fit time = 9.694, episode_time = 10.041
episode 11122 of 100000 complete,  explore val = 0.01, episode reward = 324.1, ave reward = 544.1, sim time = 0.351, fit time = 0.0, episode_time = 0.351
episode 11123 of 100000 complete,  explore val = 0.01, episode reward = 418.1, ave reward = 544.4, sim time = 0.401, fit time = 0.0, episode_time = 0.401
episode 11124 of 100000 complete,  explore val = 0.01, episode reward = 22.4, ave reward = 525.5, sim time = 0.262, fit time = 0.0, episode_time = 0.262
episode 11125 of 100000 complete,  explore val = 0.01, episode reward = 1105.9, ave reward = 511.0, sim time = 0.522, fit time = 0.0, episode_time = 0.522
episode 11126 of 100000 complete,  explore val = 0.01, episode reward = 204.5, ave reward = 520.9, sim time = 0.329, fit time = 0.0, episode_time = 0.329
episode 11127 of 100000 complete,  explore val = 0.01, episode reward = 489.0, ave reward = 519.0, sim time = 0.43, fit time = 0.0, episode_time = 0.431
episode 11128 of 100000 complete,  explore val = 0.01, episode reward = 411.7, ave reward = 517.3, sim time = 0.363, fit time = 0.0, episode_time = 0.363
episode 11129 of 100000 complete,  explore val = 0.01, episode reward = 645.9, ave reward = 516.6, sim time = 0.464, fit time = 0.0, episode_time = 0.464
episode 11130 of 100000 complete,  explore val = 0.01, episode reward = 1903.4, ave reward = 520.6, sim time = 0.644, fit time = 0.0, episode_time = 0.644
episode 11131 of 100000 complete,  explore val = 0.01, episode reward = 177.0, ave reward = 527.1, sim time = 0.312, fit time = 10.25, episode_time = 10.563
episode 11132 of 100000 complete,  explore val = 0.01, episode reward = 1423.7, ave reward = 516.6, sim time = 0.571, fit time = 0.0, episode_time = 0.571
episode 11133 of 100000 complete,  explore val = 0.01, episode reward = -161.3, ave reward = 530.3, sim time = 0.295, fit time = 0.001, episode_time = 0.296
episode 11134 of 100000 complete,  explore val = 0.01, episode reward = 115.5, ave reward = 513.4, sim time = 0.342, fit time = 0.0, episode_time = 0.343
episode 11135 of 100000 complete,  explore val = 0.01, episode reward = 541.1, ave reward = 509.0, sim time = 0.428, fit time = 0.0, episode_time = 0.428
episode 11136 of 100000 complete,  explore val = 0.01, episode reward = 770.7, ave reward = 511.5, sim time = 0.562, fit time = 0.0, episode_time = 0.561
episode 11137 of 100000 complete,  explore val = 0.01, episode reward = 681.7, ave reward = 517.5, sim time = 0.431, fit time = 0.0, episode_time = 0.431
episode 11138 of 100000 complete,  explore val = 0.01, episode reward = 745.4, ave reward = 505.5, sim time = 0.435, fit time = 0.0, episode_time = 0.435
episode 11139 of 100000 complete,  explore val = 0.01, episode reward = 1944.4, ave reward = 511.7, sim time = 0.691, fit time = 0.0, episode_time = 0.691
episode 11140 of 100000 complete,  explore val = 0.01, episode reward = 1099.0, ave reward = 524.5, sim time = 0.487, fit time = 0.0, episode_time = 0.487
episode 11141 of 100000 complete,  explore val = 0.01, episode reward = 663.0, ave reward = 520.8, sim time = 0.424, fit time = 11.68, episode_time = 12.104
episode 11142 of 100000 complete,  explore val = 0.01, episode reward = 384.5, ave reward = 528.3, sim time = 0.378, fit time = 0.0, episode_time = 0.378
episode 11143 of 100000 complete,  explore val = 0.01, episode reward = -158.1, ave reward = 534.5, sim time = 0.318, fit time = 0.0, episode_time = 0.318
episode 11144 of 100000 complete,  explore val = 0.01, episode reward = 302.5, ave reward = 529.0, sim time = 0.369, fit time = 0.0, episode_time = 0.369
episode 11145 of 100000 complete,  explore val = 0.01, episode reward = 513.9, ave reward = 515.6, sim time = 0.377, fit time = 0.0, episode_time = 0.377
episode 11146 of 100000 complete,  explore val = 0.01, episode reward = 318.2, ave reward = 518.4, sim time = 0.281, fit time = 0.0, episode_time = 0.281
episode 11147 of 100000 complete,  explore val = 0.01, episode reward = 309.3, ave reward = 519.5, sim time = 0.31, fit time = 0.0, episode_time = 0.31
episode 11148 of 100000 complete,  explore val = 0.01, episode reward = 284.3, ave reward = 521.4, sim time = 0.345, fit time = 0.0, episode_time = 0.345
episode 11149 of 100000 complete,  explore val = 0.01, episode reward = 152.2, ave reward = 520.4, sim time = 0.255, fit time = 0.0, episode_time = 0.255
episode 11150 of 100000 complete,  explore val = 0.01, episode reward = 238.5, ave reward = 509.3, sim time = 0.349, fit time = 0.0, episode_time = 0.349
episode 11151 of 100000 complete,  explore val = 0.01, episode reward = 276.3, ave reward = 501.1, sim time = 0.32, fit time = 9.912, episode_time = 10.233
episode 11152 of 100000 complete,  explore val = 0.01, episode reward = 31.3, ave reward = 500.5, sim time = 0.291, fit time = 0.0, episode_time = 0.29
episode 11153 of 100000 complete,  explore val = 0.01, episode reward = 579.2, ave reward = 498.2, sim time = 0.435, fit time = 0.0, episode_time = 0.435
episode 11154 of 100000 complete,  explore val = 0.01, episode reward = 50.2, ave reward = 495.3, sim time = 0.212, fit time = 0.0, episode_time = 0.212
episode 11155 of 100000 complete,  explore val = 0.01, episode reward = 352.2, ave reward = 481.4, sim time = 0.434, fit time = 0.0, episode_time = 0.434
episode 11156 of 100000 complete,  explore val = 0.01, episode reward = 317.7, ave reward = 470.1, sim time = 0.35, fit time = 0.0, episode_time = 0.35
episode 11157 of 100000 complete,  explore val = 0.01, episode reward = 463.6, ave reward = 467.7, sim time = 0.403, fit time = 0.0, episode_time = 0.403
episode 11158 of 100000 complete,  explore val = 0.01, episode reward = 772.9, ave reward = 467.2, sim time = 0.469, fit time = 0.0, episode_time = 0.469
episode 11159 of 100000 complete,  explore val = 0.01, episode reward = -113.1, ave reward = 472.8, sim time = 0.313, fit time = 0.0, episode_time = 0.313
episode 11160 of 100000 complete,  explore val = 0.01, episode reward = 196.8, ave reward = 468.6, sim time = 0.435, fit time = 0.0, episode_time = 0.435
episode 11161 of 100000 complete,  explore val = 0.01, episode reward = 530.8, ave reward = 462.2, sim time = 0.384, fit time = 8.968, episode_time = 9.352
episode 11162 of 100000 complete,  explore val = 0.01, episode reward = 446.5, ave reward = 466.7, sim time = 0.395, fit time = 0.0, episode_time = 0.395
episode 11163 of 100000 complete,  explore val = 0.01, episode reward = 350.2, ave reward = 465.0, sim time = 0.311, fit time = 0.0, episode_time = 0.311
episode 11164 of 100000 complete,  explore val = 0.01, episode reward = 353.7, ave reward = 465.7, sim time = 0.422, fit time = 0.0, episode_time = 0.422
episode 11165 of 100000 complete,  explore val = 0.01, episode reward = 120.8, ave reward = 464.0, sim time = 0.291, fit time = 0.0, episode_time = 0.291
episode 11166 of 100000 complete,  explore val = 0.01, episode reward = 249.7, ave reward = 457.0, sim time = 0.302, fit time = 0.0, episode_time = 0.302
episode 11167 of 100000 complete,  explore val = 0.01, episode reward = 649.6, ave reward = 452.6, sim time = 0.412, fit time = 0.0, episode_time = 0.412
episode 11168 of 100000 complete,  explore val = 0.01, episode reward = 191.7, ave reward = 454.5, sim time = 0.275, fit time = 0.0, episode_time = 0.275
episode 11169 of 100000 complete,  explore val = 0.01, episode reward = 101.2, ave reward = 449.3, sim time = 0.31, fit time = 0.0, episode_time = 0.31
episode 11170 of 100000 complete,  explore val = 0.01, episode reward = -167.3, ave reward = 443.1, sim time = 0.372, fit time = 0.0, episode_time = 0.372
episode 11171 of 100000 complete,  explore val = 0.01, episode reward = 173.7, ave reward = 440.3, sim time = 0.277, fit time = 9.112, episode_time = 9.389
episode 11172 of 100000 complete,  explore val = 0.01, episode reward = 1246.5, ave reward = 435.3, sim time = 0.505, fit time = 0.0, episode_time = 0.505
episode 11173 of 100000 complete,  explore val = 0.01, episode reward = 1104.3, ave reward = 444.9, sim time = 0.538, fit time = 0.0, episode_time = 0.538
episode 11174 of 100000 complete,  explore val = 0.01, episode reward = 452.0, ave reward = 441.4, sim time = 0.43, fit time = 0.0, episode_time = 0.43
episode 11175 of 100000 complete,  explore val = 0.01, episode reward = 452.8, ave reward = 433.9, sim time = 0.369, fit time = 0.0, episode_time = 0.369
episode 11176 of 100000 complete,  explore val = 0.01, episode reward = 758.2, ave reward = 433.2, sim time = 0.437, fit time = 0.0, episode_time = 0.437
episode 11177 of 100000 complete,  explore val = 0.01, episode reward = 1928.5, ave reward = 435.1, sim time = 0.583, fit time = 0.0, episode_time = 0.583
episode 11178 of 100000 complete,  explore val = 0.01, episode reward = 257.4, ave reward = 450.5, sim time = 0.327, fit time = 0.0, episode_time = 0.327
episode 11179 of 100000 complete,  explore val = 0.01, episode reward = 593.7, ave reward = 452.9, sim time = 0.382, fit time = 0.0, episode_time = 0.382
episode 11180 of 100000 complete,  explore val = 0.01, episode reward = 259.0, ave reward = 455.0, sim time = 0.414, fit time = 0.0, episode_time = 0.414
episode 11181 of 100000 complete,  explore val = 0.01, episode reward = 357.9, ave reward = 444.2, sim time = 0.339, fit time = 10.338, episode_time = 10.677
episode 11182 of 100000 complete,  explore val = 0.01, episode reward = 131.3, ave reward = 446.9, sim time = 0.267, fit time = 0.0, episode_time = 0.267
episode 11183 of 100000 complete,  explore val = 0.01, episode reward = 452.7, ave reward = 442.7, sim time = 0.434, fit time = 0.0, episode_time = 0.434
episode 11184 of 100000 complete,  explore val = 0.01, episode reward = 293.6, ave reward = 441.4, sim time = 0.339, fit time = 0.0, episode_time = 0.339
episode 11185 of 100000 complete,  explore val = 0.01, episode reward = 606.7, ave reward = 434.0, sim time = 0.389, fit time = 0.0, episode_time = 0.389
episode 11186 of 100000 complete,  explore val = 0.01, episode reward = 19.8, ave reward = 437.6, sim time = 0.417, fit time = 0.0, episode_time = 0.417
episode 11187 of 100000 complete,  explore val = 0.01, episode reward = 459.5, ave reward = 428.2, sim time = 0.365, fit time = 0.0, episode_time = 0.365
episode 11188 of 100000 complete,  explore val = 0.01, episode reward = 385.0, ave reward = 430.1, sim time = 0.355, fit time = 0.0, episode_time = 0.355
episode 11189 of 100000 complete,  explore val = 0.01, episode reward = 1131.7, ave reward = 427.1, sim time = 0.528, fit time = 0.0, episode_time = 0.528
episode 11190 of 100000 complete,  explore val = 0.01, episode reward = 638.9, ave reward = 437.5, sim time = 0.427, fit time = 0.0, episode_time = 0.427
episode 11191 of 100000 complete,  explore val = 0.01, episode reward = 1163.9, ave reward = 436.7, sim time = 0.506, fit time = 10.384, episode_time = 10.89
episode 11192 of 100000 complete,  explore val = 0.01, episode reward = 40.6, ave reward = 447.4, sim time = 0.296, fit time = 0.0, episode_time = 0.297
episode 11193 of 100000 complete,  explore val = 0.01, episode reward = 303.6, ave reward = 441.3, sim time = 0.367, fit time = 0.0, episode_time = 0.367
episode 11194 of 100000 complete,  explore val = 0.01, episode reward = 646.1, ave reward = 441.6, sim time = 0.405, fit time = 0.0, episode_time = 0.405
episode 11195 of 100000 complete,  explore val = 0.01, episode reward = -225.9, ave reward = 443.5, sim time = 0.268, fit time = 0.0, episode_time = 0.268
episode 11196 of 100000 complete,  explore val = 0.01, episode reward = 762.1, ave reward = 430.8, sim time = 0.418, fit time = 0.0, episode_time = 0.418
episode 11197 of 100000 complete,  explore val = 0.01, episode reward = 942.0, ave reward = 434.4, sim time = 0.531, fit time = 0.0, episode_time = 0.531
episode 11198 of 100000 complete,  explore val = 0.01, episode reward = 485.2, ave reward = 438.7, sim time = 0.389, fit time = 0.0, episode_time = 0.389
episode 11199 of 100000 complete,  explore val = 0.01, episode reward = 530.4, ave reward = 439.0, sim time = 0.414, fit time = 0.0, episode_time = 0.415
episode 11200 of 100000 complete,  explore val = 0.01, episode reward = 261.7, ave reward = 442.3, sim time = 0.351, fit time = 0.0, episode_time = 0.351
episode 11201 of 100000 complete,  explore val = 0.01, episode reward = 153.5, ave reward = 446.0, sim time = 0.262, fit time = 9.995, episode_time = 10.258
episode 11202 of 100000 complete,  explore val = 0.01, episode reward = 507.7, ave reward = 443.8, sim time = 0.467, fit time = 0.0, episode_time = 0.467
episode 11203 of 100000 complete,  explore val = 0.01, episode reward = 1985.4, ave reward = 446.1, sim time = 0.616, fit time = 0.0, episode_time = 0.616
episode 11204 of 100000 complete,  explore val = 0.01, episode reward = 265.7, ave reward = 466.2, sim time = 0.296, fit time = 0.0, episode_time = 0.296
episode 11205 of 100000 complete,  explore val = 0.01, episode reward = 282.2, ave reward = 466.7, sim time = 0.306, fit time = 0.0, episode_time = 0.306
episode 11206 of 100000 complete,  explore val = 0.01, episode reward = 99.6, ave reward = 467.0, sim time = 0.319, fit time = 0.0, episode_time = 0.319
episode 11207 of 100000 complete,  explore val = 0.01, episode reward = -217.7, ave reward = 467.3, sim time = 0.253, fit time = 0.0, episode_time = 0.253
episode 11208 of 100000 complete,  explore val = 0.01, episode reward = 160.0, ave reward = 466.7, sim time = 0.373, fit time = 0.0, episode_time = 0.374
episode 11209 of 100000 complete,  explore val = 0.01, episode reward = 169.6, ave reward = 466.6, sim time = 0.247, fit time = 0.0, episode_time = 0.247
episode 11210 of 100000 complete,  explore val = 0.01, episode reward = 468.5, ave reward = 465.8, sim time = 0.415, fit time = 0.0, episode_time = 0.415
episode 11211 of 100000 complete,  explore val = 0.01, episode reward = 231.2, ave reward = 461.0, sim time = 0.303, fit time = 9.368, episode_time = 9.671
episode 11212 of 100000 complete,  explore val = 0.01, episode reward = 261.7, ave reward = 460.1, sim time = 0.34, fit time = 0.0, episode_time = 0.34
episode 11213 of 100000 complete,  explore val = 0.01, episode reward = 876.6, ave reward = 462.3, sim time = 0.459, fit time = 0.0, episode_time = 0.459
episode 11214 of 100000 complete,  explore val = 0.01, episode reward = 218.4, ave reward = 459.7, sim time = 0.288, fit time = 0.0, episode_time = 0.288
episode 11215 of 100000 complete,  explore val = 0.01, episode reward = 646.2, ave reward = 460.8, sim time = 0.418, fit time = 0.0, episode_time = 0.418
episode 11216 of 100000 complete,  explore val = 0.01, episode reward = 469.4, ave reward = 467.2, sim time = 0.411, fit time = 0.0, episode_time = 0.411
episode 11217 of 100000 complete,  explore val = 0.01, episode reward = 112.2, ave reward = 467.9, sim time = 0.341, fit time = 0.0, episode_time = 0.341
episode 11218 of 100000 complete,  explore val = 0.01, episode reward = 60.7, ave reward = 463.7, sim time = 0.317, fit time = 0.0, episode_time = 0.317
episode 11219 of 100000 complete,  explore val = 0.01, episode reward = 881.0, ave reward = 460.2, sim time = 0.466, fit time = 0.0, episode_time = 0.466
episode 11220 of 100000 complete,  explore val = 0.01, episode reward = 205.2, ave reward = 465.4, sim time = 0.313, fit time = 0.0, episode_time = 0.313
episode 11221 of 100000 complete,  explore val = 0.01, episode reward = 152.0, ave reward = 464.4, sim time = 0.266, fit time = 8.853, episode_time = 9.12
episode 11222 of 100000 complete,  explore val = 0.01, episode reward = 480.7, ave reward = 462.3, sim time = 0.339, fit time = 0.0, episode_time = 0.339
episode 11223 of 100000 complete,  explore val = 0.01, episode reward = -35.3, ave reward = 463.8, sim time = 0.231, fit time = 0.0, episode_time = 0.231
episode 11224 of 100000 complete,  explore val = 0.01, episode reward = 423.0, ave reward = 459.3, sim time = 0.366, fit time = 0.0, episode_time = 0.366
episode 11225 of 100000 complete,  explore val = 0.01, episode reward = 357.3, ave reward = 463.3, sim time = 0.301, fit time = 0.0, episode_time = 0.301
episode 11226 of 100000 complete,  explore val = 0.01, episode reward = 936.1, ave reward = 455.8, sim time = 0.495, fit time = 0.0, episode_time = 0.495
episode 11227 of 100000 complete,  explore val = 0.01, episode reward = 165.5, ave reward = 463.1, sim time = 0.261, fit time = 0.0, episode_time = 0.261
episode 11228 of 100000 complete,  explore val = 0.01, episode reward = 1186.2, ave reward = 459.9, sim time = 0.49, fit time = 0.0, episode_time = 0.49
episode 11229 of 100000 complete,  explore val = 0.01, episode reward = 125.2, ave reward = 467.6, sim time = 0.232, fit time = 0.0, episode_time = 0.232
episode 11230 of 100000 complete,  explore val = 0.01, episode reward = 255.8, ave reward = 462.4, sim time = 0.319, fit time = 0.0, episode_time = 0.319
episode 11231 of 100000 complete,  explore val = 0.01, episode reward = 733.3, ave reward = 446.0, sim time = 0.493, fit time = 9.005, episode_time = 9.498
episode 11232 of 100000 complete,  explore val = 0.01, episode reward = 427.1, ave reward = 451.5, sim time = 0.38, fit time = 0.0, episode_time = 0.38
episode 11233 of 100000 complete,  explore val = 0.01, episode reward = 443.4, ave reward = 441.6, sim time = 0.348, fit time = 0.0, episode_time = 0.348
episode 11234 of 100000 complete,  explore val = 0.01, episode reward = 375.7, ave reward = 447.6, sim time = 0.411, fit time = 0.0, episode_time = 0.412
episode 11235 of 100000 complete,  explore val = 0.01, episode reward = 22.0, ave reward = 450.2, sim time = 0.238, fit time = 0.0, episode_time = 0.238
episode 11236 of 100000 complete,  explore val = 0.01, episode reward = 310.3, ave reward = 445.0, sim time = 0.362, fit time = 0.0, episode_time = 0.362
episode 11237 of 100000 complete,  explore val = 0.01, episode reward = 312.2, ave reward = 440.4, sim time = 0.361, fit time = 0.0, episode_time = 0.361
episode 11238 of 100000 complete,  explore val = 0.01, episode reward = 385.7, ave reward = 436.7, sim time = 0.359, fit time = 0.0, episode_time = 0.359
episode 11239 of 100000 complete,  explore val = 0.01, episode reward = 857.4, ave reward = 433.1, sim time = 0.506, fit time = 0.0, episode_time = 0.506
episode 11240 of 100000 complete,  explore val = 0.01, episode reward = 972.8, ave reward = 422.2, sim time = 0.451, fit time = 0.0, episode_time = 0.452
episode 11241 of 100000 complete,  explore val = 0.01, episode reward = 105.6, ave reward = 421.0, sim time = 0.311, fit time = 9.454, episode_time = 9.765
episode 11242 of 100000 complete,  explore val = 0.01, episode reward = 1317.7, ave reward = 415.4, sim time = 0.563, fit time = 0.0, episode_time = 0.563
episode 11243 of 100000 complete,  explore val = 0.01, episode reward = -45.6, ave reward = 424.7, sim time = 0.316, fit time = 0.0, episode_time = 0.317
episode 11244 of 100000 complete,  explore val = 0.01, episode reward = 291.9, ave reward = 425.9, sim time = 0.372, fit time = 0.0, episode_time = 0.372
episode 11245 of 100000 complete,  explore val = 0.01, episode reward = 133.6, ave reward = 425.8, sim time = 0.276, fit time = 0.0, episode_time = 0.276
episode 11246 of 100000 complete,  explore val = 0.01, episode reward = 495.2, ave reward = 422.0, sim time = 0.416, fit time = 0.0, episode_time = 0.416
